09:20:11 | 22250 PE current:38.45 entry:38.35 | 22650 CE current:27.5 entry:28.0 | PNL = 0.4
09:20:14 | 22250 PE current:39.4 entry:38.35 | 22650 CE current:26.85 entry:28.0 | PNL = 0.1
09:20:17 | 22250 PE current:39.95 entry:38.35 | 22650 CE current:26.7 entry:28.0 | PNL = -0.3
09:20:21 | 22250 PE current:39.4 entry:38.35 | 22650 CE current:26.8 entry:28.0 | PNL = 0.15
09:20:25 | 22250 PE current:39.3 entry:38.35 | 22650 CE current:27.0 entry:28.0 | PNL = 0.05
09:20:28 | 22250 PE current:39.6 entry:38.35 | 22650 CE current:26.85 entry:28.0 | PNL = -0.1
09:20:32 | 22250 PE current:40.1 entry:38.35 | 22650 CE current:26.7 entry:28.0 | PNL = -0.45
09:20:35 | 22250 PE current:39.95 entry:38.35 | 22650 CE current:26.4 entry:28.0 | PNL = 0.0
09:20:39 | 22250 PE current:40.4 entry:38.35 | 22650 CE current:26.2 entry:28.0 | PNL = -0.25
09:20:42 | 22250 PE current:40.5 entry:38.35 | 22650 CE current:26.4 entry:28.0 | PNL = -0.55
09:20:45 | 22250 PE current:40.4 entry:38.35 | 22650 CE current:26.35 entry:28.0 | PNL = -0.4
09:20:49 | 22250 PE current:40.35 entry:38.35 | 22650 CE current:26.5 entry:28.0 | PNL = -0.5
09:20:53 | 22250 PE current:40.6 entry:38.35 | 22650 CE current:26.2 entry:28.0 | PNL = -0.45
09:20:56 | 22250 PE current:40.7 entry:38.35 | 22650 CE current:26.25 entry:28.0 | PNL = -0.6
09:21:00 | 22250 PE current:40.75 entry:38.35 | 22650 CE current:25.95 entry:28.0 | PNL = -0.35
09:21:03 | 22250 PE current:40.95 entry:38.35 | 22650 CE current:25.45 entry:28.0 | PNL = -0.05
09:21:07 | 22250 PE current:41.1 entry:38.35 | 22650 CE current:25.4 entry:28.0 | PNL = -0.15
09:21:10 | 22250 PE current:40.75 entry:38.35 | 22650 CE current:25.65 entry:28.0 | PNL = -0.05
09:21:14 | 22250 PE current:40.95 entry:38.35 | 22650 CE current:25.2 entry:28.0 | PNL = 0.2
09:21:17 | 22250 PE current:41.15 entry:38.35 | 22650 CE current:25.2 entry:28.0 | PNL = 0.0
09:21:21 | 22250 PE current:40.95 entry:38.35 | 22650 CE current:25.35 entry:28.0 | PNL = 0.05
09:21:25 | 22250 PE current:41.1 entry:38.35 | 22650 CE current:25.3 entry:28.0 | PNL = -0.05
09:21:28 | 22250 PE current:41.15 entry:38.35 | 22650 CE current:25.1 entry:28.0 | PNL = 0.1
09:21:32 | 22250 PE current:41.65 entry:38.35 | 22650 CE current:25.0 entry:28.0 | PNL = -0.3
09:21:36 | 22250 PE current:41.75 entry:38.35 | 22650 CE current:25.05 entry:28.0 | PNL = -0.45
09:21:39 | 22250 PE current:42.35 entry:38.35 | 22650 CE current:24.7 entry:28.0 | PNL = -0.7
09:21:43 | 22250 PE current:42.8 entry:38.35 | 22650 CE current:24.5 entry:28.0 | PNL = -0.95
Changing Strikes | Exited 22250 PE at 45.6 and entered 22200 PE at 34.35
09:21:47 | 22200 PE current:34.4 entry:34.35 | 22650 CE current:24.15 entry:28.0 | PNL = -3.45
09:21:50 | 22200 PE current:33.2 entry:34.35 | 22650 CE current:24.5 entry:28.0 | PNL = -2.6
09:21:54 | 22200 PE current:33.45 entry:34.35 | 22650 CE current:24.45 entry:28.0 | PNL = -2.8
09:21:57 | 22200 PE current:34.3 entry:34.35 | 22650 CE current:24.45 entry:28.0 | PNL = -3.65
09:22:01 | 22200 PE current:33.95 entry:34.35 | 22650 CE current:24.65 entry:28.0 | PNL = -3.5
09:22:04 | 22200 PE current:33.5 entry:34.35 | 22650 CE current:24.45 entry:28.0 | PNL = -2.85
09:22:08 | 22200 PE current:33.85 entry:34.35 | 22650 CE current:24.4 entry:28.0 | PNL = -3.15
09:22:11 | 22200 PE current:34.75 entry:34.35 | 22650 CE current:23.75 entry:28.0 | PNL = -3.4
09:22:14 | 22200 PE current:33.95 entry:34.35 | 22650 CE current:24.1 entry:28.0 | PNL = -2.95
09:22:18 | 22200 PE current:33.55 entry:34.35 | 22650 CE current:24.25 entry:28.0 | PNL = -2.7
09:22:21 | 22200 PE current:34.05 entry:34.35 | 22650 CE current:24.25 entry:28.0 | PNL = -3.2
09:22:25 | 22200 PE current:34.4 entry:34.35 | 22650 CE current:24.0 entry:28.0 | PNL = -3.3
09:22:29 | 22200 PE current:34.25 entry:34.35 | 22650 CE current:24.15 entry:28.0 | PNL = -3.3
09:22:32 | 22200 PE current:34.45 entry:34.35 | 22650 CE current:23.85 entry:28.0 | PNL = -3.2
09:22:35 | 22200 PE current:34.05 entry:34.35 | 22650 CE current:24.15 entry:28.0 | PNL = -3.1
09:22:39 | 22200 PE current:34.1 entry:34.35 | 22650 CE current:24.1 entry:28.0 | PNL = -3.1
09:22:42 | 22200 PE current:34.2 entry:34.35 | 22650 CE current:24.05 entry:28.0 | PNL = -3.15
09:22:46 | 22200 PE current:34.4 entry:34.35 | 22650 CE current:23.8 entry:28.0 | PNL = -3.1
09:22:50 | 22200 PE current:34.45 entry:34.35 | 22650 CE current:24.05 entry:28.0 | PNL = -3.4
09:22:53 | 22200 PE current:34.1 entry:34.35 | 22650 CE current:24.0 entry:28.0 | PNL = -3.0
09:22:57 | 22200 PE current:34.1 entry:34.35 | 22650 CE current:24.05 entry:28.0 | PNL = -3.05
09:23:00 | 22200 PE current:33.85 entry:34.35 | 22650 CE current:24.2 entry:28.0 | PNL = -2.95
09:23:04 | 22200 PE current:34.2 entry:34.35 | 22650 CE current:23.85 entry:28.0 | PNL = -2.95
09:23:08 | 22200 PE current:34.35 entry:34.35 | 22650 CE current:23.85 entry:28.0 | PNL = -3.1
09:23:11 | 22200 PE current:33.9 entry:34.35 | 22650 CE current:24.25 entry:28.0 | PNL = -3.05
09:23:14 | 22200 PE current:33.9 entry:34.35 | 22650 CE current:24.3 entry:28.0 | PNL = -3.1
09:23:18 | 22200 PE current:33.6 entry:34.35 | 22650 CE current:24.3 entry:28.0 | PNL = -2.8
09:23:21 | 22200 PE current:33.0 entry:34.35 | 22650 CE current:24.3 entry:28.0 | PNL = -2.2
09:23:25 | 22200 PE current:32.75 entry:34.35 | 22650 CE current:24.3 entry:28.0 | PNL = -1.95
09:23:29 | 22200 PE current:32.4 entry:34.35 | 22650 CE current:24.65 entry:28.0 | PNL = -1.95
09:23:32 | 22200 PE current:31.7 entry:34.35 | 22650 CE current:24.9 entry:28.0 | PNL = -1.5
09:23:35 | 22200 PE current:31.25 entry:34.35 | 22650 CE current:25.15 entry:28.0 | PNL = -1.3
09:23:39 | 22200 PE current:31.7 entry:34.35 | 22650 CE current:24.75 entry:28.0 | PNL = -1.35
09:23:43 | 22200 PE current:32.35 entry:34.35 | 22650 CE current:24.95 entry:28.0 | PNL = -2.2
09:23:47 | 22200 PE current:32.35 entry:34.35 | 22650 CE current:25.15 entry:28.0 | PNL = -2.4
09:23:51 | 22200 PE current:32.15 entry:34.35 | 22650 CE current:25.4 entry:28.0 | PNL = -2.45
09:23:54 | 22200 PE current:32.5 entry:34.35 | 22650 CE current:25.35 entry:28.0 | PNL = -2.75
09:23:57 | 22200 PE current:32.65 entry:34.35 | 22650 CE current:25.4 entry:28.0 | PNL = -2.95
09:24:01 | 22200 PE current:32.8 entry:34.35 | 22650 CE current:25.1 entry:28.0 | PNL = -2.8
09:24:04 | 22200 PE current:32.65 entry:34.35 | 22650 CE current:25.1 entry:28.0 | PNL = -2.65
09:24:07 | 22200 PE current:32.25 entry:34.35 | 22650 CE current:25.05 entry:28.0 | PNL = -2.2
09:24:10 | 22200 PE current:32.2 entry:34.35 | 22650 CE current:25.1 entry:28.0 | PNL = -2.2
09:24:14 | 22200 PE current:32.3 entry:34.35 | 22650 CE current:25.2 entry:28.0 | PNL = -2.4
09:24:17 | 22200 PE current:32.7 entry:34.35 | 22650 CE current:25.2 entry:28.0 | PNL = -2.8
09:24:21 | 22200 PE current:32.45 entry:34.35 | 22650 CE current:25.05 entry:28.0 | PNL = -2.4
09:24:25 | 22200 PE current:32.45 entry:34.35 | 22650 CE current:25.15 entry:28.0 | PNL = -2.5
09:24:28 | 22200 PE current:32.4 entry:34.35 | 22650 CE current:25.2 entry:28.0 | PNL = -2.5
09:24:31 | 22200 PE current:32.3 entry:34.35 | 22650 CE current:25.1 entry:28.0 | PNL = -2.3
09:24:35 | 22200 PE current:32.2 entry:34.35 | 22650 CE current:25.05 entry:28.0 | PNL = -2.15
09:24:38 | 22200 PE current:32.0 entry:34.35 | 22650 CE current:25.3 entry:28.0 | PNL = -2.2
09:24:42 | 22200 PE current:31.95 entry:34.35 | 22650 CE current:25.25 entry:28.0 | PNL = -2.1
09:24:45 | 22200 PE current:31.8 entry:34.35 | 22650 CE current:25.3 entry:28.0 | PNL = -2.0
09:24:49 | 22200 PE current:31.6 entry:34.35 | 22650 CE current:25.4 entry:28.0 | PNL = -1.9
09:24:53 | 22200 PE current:31.25 entry:34.35 | 22650 CE current:25.55 entry:28.0 | PNL = -1.7
09:24:56 | 22200 PE current:31.0 entry:34.35 | 22650 CE current:25.7 entry:28.0 | PNL = -1.6
09:24:59 | 22200 PE current:31.35 entry:34.35 | 22650 CE current:25.45 entry:28.0 | PNL = -1.7
09:25:03 | 22200 PE current:30.8 entry:34.35 | 22650 CE current:26.0 entry:28.0 | PNL = -1.7
09:25:07 | 22200 PE current:30.35 entry:34.35 | 22650 CE current:25.95 entry:28.0 | PNL = -1.2
09:25:11 | 22200 PE current:30.15 entry:34.35 | 22650 CE current:26.55 entry:28.0 | PNL = -1.6
09:25:14 | 22200 PE current:29.85 entry:34.35 | 22650 CE current:26.75 entry:28.0 | PNL = -1.5
09:25:18 | 22200 PE current:28.35 entry:34.35 | 22650 CE current:27.45 entry:28.0 | PNL = -0.7
09:25:21 | 22200 PE current:28.1 entry:34.35 | 22650 CE current:27.35 entry:28.0 | PNL = -0.35
Changing Strikes | Exited 22200 PE at 28.85 and entered 22250 PE at 38.55
09:25:25 | 22250 PE current:38.55 entry:38.55 | 22650 CE current:27.35 entry:28.0 | PNL = -1.1
09:25:29 | 22250 PE current:40.25 entry:38.55 | 22650 CE current:26.5 entry:28.0 | PNL = -1.95
09:25:32 | 22250 PE current:39.75 entry:38.55 | 22650 CE current:26.75 entry:28.0 | PNL = -1.7
09:25:36 | 22250 PE current:40.35 entry:38.55 | 22650 CE current:26.65 entry:28.0 | PNL = -2.2
09:25:40 | 22250 PE current:40.75 entry:38.55 | 22650 CE current:26.75 entry:28.0 | PNL = -2.7
09:25:44 | 22250 PE current:41.4 entry:38.55 | 22650 CE current:26.65 entry:28.0 | PNL = -3.25
09:25:47 | 22250 PE current:41.2 entry:38.55 | 22650 CE current:27.0 entry:28.0 | PNL = -3.4
