Index,Timestamp,Spot,Put Strike,Put LTP,Put Entry,Call Strike,Call LTP,Call Entry,Sold Premium,Current Premium,PNL
160,09:30:34,22214,22100 PE,11.95,16.0,22300 CE,20.85,16.25,32.25,32.8,-8.45
161,09:30:37,22214,22100 PE,11.95,16.0,22300 CE,21.1,16.25,32.25,33.05,-8.7
162,09:30:41,22215,22100 PE,12.15,16.0,22300 CE,20.9,16.25,32.25,33.05,-8.7
163,09:30:45,22213,22100 PE,12.3,16.0,22300 CE,20.9,16.25,32.25,33.2,-8.85
164,09:30:48,22215,22100 PE,12.2,16.0,22300 CE,21.2,16.25,32.25,33.4,-9.05
165,09:30:51,22212,22100 PE,12.55,16.0,22300 CE,20.65,16.25,32.25,33.2,-8.85
166,09:30:55,22211,22100 PE,12.75,16.0,22300 CE,20.15,16.25,32.25,32.9,-8.55
167,09:30:59,22211,22100 PE,12.95,16.0,22300 CE,20.4,16.25,32.25,33.35,-9.0
168,09:31:02,22211,22100 PE,12.4,16.0,22300 CE,20.6,16.25,32.25,33.0,-8.65
169,09:31:06,22211,22100 PE,12.35,16.0,22300 CE,20.95,16.25,32.25,33.3,-8.95
170,09:31:09,22210,22100 PE,12.55,16.0,22300 CE,20.25,16.25,32.25,32.8,-8.45
171,09:31:13,22211,22100 PE,12.5,16.0,22300 CE,20.3,16.25,32.25,32.8,-8.45
172,09:31:16,22209,22100 PE,12.7,16.0,22300 CE,20.05,16.25,32.25,32.75,-8.4
173,09:31:20,22209,22100 PE,12.55,16.0,22300 CE,20.5,16.25,32.25,33.05,-8.7
174,09:31:23,22211,22100 PE,12.55,16.0,22300 CE,20.7,16.25,32.25,33.25,-8.9
175,09:31:26,22211,22100 PE,12.75,16.0,22300 CE,20.55,16.25,32.25,33.3,-8.95
176,09:31:30,22210,22100 PE,12.7,16.0,22300 CE,20.45,16.25,32.25,33.15,-8.8
177,09:31:35,22210,22100 PE,12.95,16.0,22300 CE,19.5,16.25,32.25,32.45,-8.1
178,09:31:39,22206,22100 PE,13.0,16.0,22300 CE,19.5,16.25,32.25,32.5,-8.15
179,09:31:43,22210,22100 PE,13.0,16.0,22300 CE,19.35,16.25,32.25,32.35,-8.0
180,09:31:46,22207,22100 PE,13.0,16.0,22300 CE,19.85,16.25,32.25,32.85,-8.5
181,09:31:49,22208,22100 PE,12.75,16.0,22300 CE,19.75,16.25,32.25,32.5,-8.15
182,09:31:53,22208,22100 PE,12.85,16.0,22300 CE,19.9,16.25,32.25,32.75,-8.4
183,09:31:57,22210,22100 PE,12.55,16.0,22300 CE,20.1,16.25,32.25,32.65,-8.3
184,09:32:01,22210,22100 PE,12.45,16.0,22300 CE,20.3,16.25,32.25,32.75,-8.4
185,09:32:04,22211,22100 PE,12.2,16.0,22300 CE,19.9,16.25,32.25,32.1,-7.75
186,09:32:08,22210,22100 PE,12.85,16.0,22300 CE,19.5,16.25,32.25,32.35,-8.0
187,09:32:11,22211,22100 PE,12.5,16.0,22300 CE,20.25,16.25,32.25,32.75,-8.4
188,09:32:16,22212,22100 PE,12.55,16.0,22300 CE,20.25,16.25,32.25,32.8,-8.45
189,09:32:19,22213,22100 PE,12.6,16.0,22300 CE,20.35,16.25,32.25,32.95,-8.6
190,09:32:22,22213,22100 PE,12.35,16.0,22300 CE,20.75,16.25,32.25,33.1,-8.75
191,09:32:26,22213,22100 PE,12.25,16.0,22300 CE,20.9,16.25,32.25,33.15,-8.8
192,09:32:29,22213,22100 PE,12.4,16.0,22300 CE,20.25,16.25,32.25,32.65,-8.3
193,09:32:33,22211,22100 PE,12.45,16.0,22300 CE,20.75,16.25,32.25,33.2,-8.85
194,09:32:37,22213,22100 PE,12.35,16.0,22300 CE,20.85,16.25,32.25,33.2,-8.85
195,09:32:40,22214,22100 PE,12.25,16.0,22300 CE,21.1,16.25,32.25,33.35,-9.0
196,09:32:44,22213,22100 PE,12.25,16.0,22300 CE,21.1,16.25,32.25,33.35,-9.0
197,09:32:47,22214,22100 PE,12.25,16.0,22300 CE,21.15,16.25,32.25,33.4,-9.05
198,09:32:51,22214,22100 PE,12.15,16.0,22300 CE,21.4,16.25,32.25,33.55,-9.2
199,09:32:54,22215,22100 PE,12.1,16.0,22300 CE,21.45,16.25,32.25,33.55,-9.2
200,09:32:58,22216,22100 PE,11.95,16.0,22300 CE,21.75,16.25,32.25,33.7,-9.35
201,09:33:02,22216,22100 PE,11.95,16.0,22300 CE,21.55,16.25,32.25,33.5,-9.15
202,09:33:05,22216,22100 PE,11.45,16.0,22300 CE,22.3,16.25,32.25,33.75,-9.4
203,09:33:08,22218,22100 PE,11.6,16.0,22300 CE,21.95,16.25,32.25,33.55,-9.2
204,09:33:12,22218,22100 PE,11.45,16.0,22300 CE,22.35,16.25,32.25,33.8,-9.45
205,09:33:16,22218,22100 PE,11.55,16.0,22300 CE,22.0,16.25,32.25,33.55,-9.2
206,09:33:19,22218,22100 PE,11.3,16.0,22300 CE,22.3,16.25,32.25,33.6,-9.25
207,09:33:24,22218,22100 PE,11.4,16.0,22300 CE,21.9,16.25,32.25,33.3,-8.95
208,09:33:27,22217,22100 PE,11.5,16.0,22300 CE,22.05,16.25,32.25,33.55,-9.2
209,09:33:31,22217,22100 PE,11.45,16.0,22300 CE,21.8,16.25,32.25,33.25,-8.9
210,09:33:34,22218,22100 PE,11.45,16.0,22300 CE,21.8,16.25,32.25,33.25,-8.9
211,09:33:38,22216,22100 PE,11.55,16.0,22300 CE,21.8,16.25,32.25,33.35,-9.0
212,09:33:41,22216,22100 PE,11.5,16.0,22300 CE,22.35,16.25,32.25,33.85,-9.5
213,09:33:45,22220,22100 PE,11.45,16.0,22300 CE,23.25,16.25,32.25,34.7,-10.35
214,09:33:48,22219,22100 PE,11.45,16.0,22300 CE,22.95,16.25,32.25,34.4,-10.05
215,09:33:52,22219,22100 PE,11.4,16.0,22300 CE,22.5,16.25,32.25,33.9,-9.55
216,09:33:56,22218,22100 PE,11.4,16.0,22300 CE,22.7,16.25,32.25,34.1,-9.75
217,09:33:59,22219,22100 PE,11.35,16.0,22300 CE,22.7,16.25,32.25,34.05,-9.7
218,09:34:02,22220,22100 PE,11.3,16.0,22300 CE,22.95,16.25,32.25,34.25,-9.9
219,09:34:06,22221,22100 PE,11.15,16.0,22300 CE,22.95,16.25,32.25,34.1,-9.75
