09:20:12 | 21900 PE current:27.35 entry:28.35 | 22250 CE current:23.35 entry:24.4 | PNL = 2.05
09:20:15 | 21900 PE current:27.85 entry:28.35 | 22250 CE current:23.25 entry:24.4 | PNL = 1.65
09:20:19 | 21900 PE current:27.8 entry:28.35 | 22250 CE current:22.65 entry:24.4 | PNL = 2.3
09:20:22 | 21900 PE current:27.7 entry:28.35 | 22250 CE current:23.55 entry:24.4 | PNL = 1.5
09:20:25 | 21900 PE current:27.8 entry:28.35 | 22250 CE current:23.3 entry:24.4 | PNL = 1.65
09:20:29 | 21900 PE current:27.75 entry:28.35 | 22250 CE current:23.45 entry:24.4 | PNL = 1.55
09:20:32 | 21900 PE current:28.05 entry:28.35 | 22250 CE current:22.9 entry:24.4 | PNL = 1.8
09:20:36 | 21900 PE current:28.45 entry:28.35 | 22250 CE current:22.4 entry:24.4 | PNL = 1.9
09:20:39 | 21900 PE current:28.4 entry:28.35 | 22250 CE current:22.8 entry:24.4 | PNL = 1.55
09:20:43 | 21900 PE current:28.2 entry:28.35 | 22250 CE current:23.35 entry:24.4 | PNL = 1.2
09:20:47 | 21900 PE current:28.15 entry:28.35 | 22250 CE current:23.2 entry:24.4 | PNL = 1.4
09:20:50 | 21900 PE current:28.4 entry:28.35 | 22250 CE current:22.95 entry:24.4 | PNL = 1.4
09:20:54 | 21900 PE current:28.5 entry:28.35 | 22250 CE current:22.7 entry:24.4 | PNL = 1.55
09:20:57 | 21900 PE current:28.3 entry:28.35 | 22250 CE current:22.65 entry:24.4 | PNL = 1.8
09:21:01 | 21900 PE current:28.6 entry:28.35 | 22250 CE current:22.45 entry:24.4 | PNL = 1.7
09:21:05 | 21900 PE current:28.6 entry:28.35 | 22250 CE current:22.2 entry:24.4 | PNL = 1.95
09:21:08 | 21900 PE current:28.1 entry:28.35 | 22250 CE current:22.5 entry:24.4 | PNL = 2.15
09:21:11 | 21900 PE current:28.4 entry:28.35 | 22250 CE current:22.2 entry:24.4 | PNL = 2.15
09:21:15 | 21900 PE current:28.45 entry:28.35 | 22250 CE current:21.85 entry:24.4 | PNL = 2.45
09:21:18 | 21900 PE current:28.35 entry:28.35 | 22250 CE current:21.9 entry:24.4 | PNL = 2.5
09:21:21 | 21900 PE current:28.8 entry:28.35 | 22250 CE current:21.45 entry:24.4 | PNL = 2.5
09:21:25 | 21900 PE current:28.9 entry:28.35 | 22250 CE current:21.3 entry:24.4 | PNL = 2.55
09:21:29 | 21900 PE current:29.25 entry:28.35 | 22250 CE current:21.0 entry:24.4 | PNL = 2.5
09:21:32 | 21900 PE current:29.15 entry:28.35 | 22250 CE current:21.25 entry:24.4 | PNL = 2.35
09:21:36 | 21900 PE current:29.2 entry:28.35 | 22250 CE current:21.15 entry:24.4 | PNL = 2.4
09:21:39 | 21900 PE current:28.8 entry:28.35 | 22250 CE current:21.35 entry:24.4 | PNL = 2.6
09:21:43 | 21900 PE current:28.75 entry:28.35 | 22250 CE current:21.25 entry:24.4 | PNL = 2.75
09:21:47 | 21900 PE current:28.8 entry:28.35 | 22250 CE current:21.5 entry:24.4 | PNL = 2.45
09:21:51 | 21900 PE current:28.5 entry:28.35 | 22250 CE current:21.6 entry:24.4 | PNL = 2.65
09:21:54 | 21900 PE current:28.75 entry:28.35 | 22250 CE current:21.6 entry:24.4 | PNL = 2.4
09:21:58 | 21900 PE current:29.2 entry:28.35 | 22250 CE current:21.05 entry:24.4 | PNL = 2.5
09:22:01 | 21900 PE current:28.7 entry:28.35 | 22250 CE current:21.2 entry:24.4 | PNL = 2.85
09:22:04 | 21900 PE current:29.1 entry:28.35 | 22250 CE current:21.05 entry:24.4 | PNL = 2.6
09:22:08 | 21900 PE current:29.2 entry:28.35 | 22250 CE current:21.0 entry:24.4 | PNL = 2.55
09:22:12 | 21900 PE current:28.9 entry:28.35 | 22250 CE current:21.2 entry:24.4 | PNL = 2.65
09:22:15 | 21900 PE current:29.15 entry:28.35 | 22250 CE current:21.05 entry:24.4 | PNL = 2.55
09:22:19 | 21900 PE current:29.3 entry:28.35 | 22250 CE current:21.2 entry:24.4 | PNL = 2.25
09:22:23 | 21900 PE current:29.45 entry:28.35 | 22250 CE current:21.1 entry:24.4 | PNL = 2.2
09:22:26 | 21900 PE current:29.1 entry:28.35 | 22250 CE current:21.25 entry:24.4 | PNL = 2.4
09:22:30 | 21900 PE current:29.1 entry:28.35 | 22250 CE current:21.15 entry:24.4 | PNL = 2.5
09:22:33 | 21900 PE current:29.0 entry:28.35 | 22250 CE current:21.4 entry:24.4 | PNL = 2.35
09:22:36 | 21900 PE current:28.9 entry:28.35 | 22250 CE current:21.5 entry:24.4 | PNL = 2.35
09:22:40 | 21900 PE current:28.8 entry:28.35 | 22250 CE current:21.65 entry:24.4 | PNL = 2.3
09:22:43 | 21900 PE current:28.7 entry:28.35 | 22250 CE current:21.8 entry:24.4 | PNL = 2.25
09:22:47 | 21900 PE current:28.6 entry:28.35 | 22250 CE current:21.95 entry:24.4 | PNL = 2.2
09:22:51 | 21900 PE current:28.35 entry:28.35 | 22250 CE current:22.05 entry:24.4 | PNL = 2.35
09:22:55 | 21900 PE current:28.0 entry:28.35 | 22250 CE current:22.4 entry:24.4 | PNL = 2.35
09:22:58 | 21900 PE current:27.9 entry:28.35 | 22250 CE current:22.4 entry:24.4 | PNL = 2.45
09:23:02 | 21900 PE current:28.05 entry:28.35 | 22250 CE current:22.45 entry:24.4 | PNL = 2.25
09:23:05 | 21900 PE current:28.0 entry:28.35 | 22250 CE current:22.3 entry:24.4 | PNL = 2.45
09:23:09 | 21900 PE current:27.85 entry:28.35 | 22250 CE current:22.45 entry:24.4 | PNL = 2.45
09:23:12 | 21900 PE current:28.0 entry:28.35 | 22250 CE current:22.2 entry:24.4 | PNL = 2.55
09:23:16 | 21900 PE current:27.85 entry:28.35 | 22250 CE current:22.35 entry:24.4 | PNL = 2.55
09:23:19 | 21900 PE current:27.8 entry:28.35 | 22250 CE current:22.5 entry:24.4 | PNL = 2.45
09:23:23 | 21900 PE current:27.75 entry:28.35 | 22250 CE current:22.55 entry:24.4 | PNL = 2.45
09:23:27 | 21900 PE current:27.9 entry:28.35 | 22250 CE current:22.55 entry:24.4 | PNL = 2.3
09:23:31 | 21900 PE current:28.35 entry:28.35 | 22250 CE current:22.2 entry:24.4 | PNL = 2.2
09:23:35 | 21900 PE current:28.35 entry:28.35 | 22250 CE current:22.3 entry:24.4 | PNL = 2.1
09:23:38 | 21900 PE current:28.55 entry:28.35 | 22250 CE current:22.25 entry:24.4 | PNL = 1.95
09:23:42 | 21900 PE current:28.35 entry:28.35 | 22250 CE current:22.35 entry:24.4 | PNL = 2.05
09:23:45 | 21900 PE current:28.3 entry:28.35 | 22250 CE current:22.4 entry:24.4 | PNL = 2.05
