09:20:09 | 22100 PE current:16.05 entry:16.0 | 22250 CE current:24.8 entry:23.35 | PNL = -1.5
09:20:14 | 22100 PE current:16.15 entry:16.0 | 22250 CE current:26.8 entry:23.35 | PNL = -3.6
09:20:18 | 22100 PE current:16.4 entry:16.0 | 22250 CE current:27.05 entry:23.35 | PNL = -4.1
09:20:21 | 22100 PE current:16.45 entry:16.0 | 22250 CE current:28.05 entry:23.35 | PNL = -5.15
09:20:25 | 22100 PE current:16.3 entry:16.0 | 22250 CE current:28.6 entry:23.35 | PNL = -5.55
09:20:29 | 22100 PE current:16.35 entry:16.0 | 22250 CE current:28.5 entry:23.35 | PNL = -5.5
09:20:34 | 22100 PE current:16.1 entry:16.0 | 22250 CE current:28.0 entry:23.35 | PNL = -4.75
09:20:38 | 22100 PE current:15.95 entry:16.0 | 22250 CE current:27.85 entry:23.35 | PNL = -4.45
09:20:42 | 22100 PE current:15.7 entry:16.0 | 22250 CE current:28.15 entry:23.35 | PNL = -4.5
09:20:46 | 22100 PE current:15.5 entry:16.0 | 22250 CE current:28.05 entry:23.35 | PNL = -4.2
09:20:50 | 22100 PE current:15.4 entry:16.0 | 22250 CE current:28.75 entry:23.35 | PNL = -4.8
09:20:54 | 22100 PE current:15.2 entry:16.0 | 22250 CE current:31.8 entry:23.35 | PNL = -7.65
09:20:58 | 22100 PE current:15.4 entry:16.0 | 22250 CE current:31.9 entry:23.35 | PNL = -7.95
Changing Strikes | Exited 22250 CE at 31.25 and entered 22300 CE at 16.25
09:21:03 | 22100 PE current:15.15 entry:16.0 | 22300 CE current:16.5 entry:16.25 | PNL = -7.3
09:21:07 | 22100 PE current:15.05 entry:16.0 | 22300 CE current:16.8 entry:16.25 | PNL = -7.5
09:21:11 | 22100 PE current:15.0 entry:16.0 | 22300 CE current:16.85 entry:16.25 | PNL = -7.5
09:21:15 | 22100 PE current:15.5 entry:16.0 | 22300 CE current:16.15 entry:16.25 | PNL = -7.3
09:21:19 | 22100 PE current:15.4 entry:16.0 | 22300 CE current:16.2 entry:16.25 | PNL = -7.25
09:21:23 | 22100 PE current:15.25 entry:16.0 | 22300 CE current:15.9 entry:16.25 | PNL = -6.8
09:21:27 | 22100 PE current:15.2 entry:16.0 | 22300 CE current:15.8 entry:16.25 | PNL = -6.65
09:21:31 | 22100 PE current:15.3 entry:16.0 | 22300 CE current:15.45 entry:16.25 | PNL = -6.4
09:21:35 | 22100 PE current:15.15 entry:16.0 | 22300 CE current:15.1 entry:16.25 | PNL = -5.9
09:21:38 | 22100 PE current:15.15 entry:16.0 | 22300 CE current:15.2 entry:16.25 | PNL = -6.0
09:21:42 | 22100 PE current:15.1 entry:16.0 | 22300 CE current:15.8 entry:16.25 | PNL = -6.55
